위도,경도
37.6629,127.0545
37.6598,127.061
37.6668,127.0605
37.637,127.0761
37.6812,127.0898
37.6227,127.0883
37.6236,127.0879
37.6481,127.0697
37.6444,127.0583
37.6435,127.0582
37.6431,127.0574
37.6429,127.0568
37.6435,127.057
37.6445,127.0572
37.6447,127.0576
37.6448,127.0582
37.6564,127.08
37.6564,127.08
37.6564,127.0804
37.6666,127.0712
37.6663,127.0714
37.621,127.0616
37.6252,127.0703
37.6302,127.0689
37.6299,127.0692
37.6304,127.0624
37.6305,127.063
37.6311,127.0658
37.6313,127.0667
37.6314,127.0679
37.6316,127.0687
37.6315,127.0695
37.6313,127.0708
37.631,127.0716
37.6305,127.0724
37.6298,127.0734
37.6302,127.0624
37.67,127.0833
37.6206,127.0777
37.6521,127.0591
37.627,127.0869
37.6366,127.0742
37.6202,127.0612
37.6256,127.0764
37.6193,127.0722
37.6703,127.0555
37.6538,127.065
37.6518,127.0572
37.6278,127.0733
37.6762,127.0578
37.6694,127.0584
37.666,127.0546
37.6489,127.0793
37.6657,127.0542
37.6656,127.0551
37.6493,127.0579
37.6579,127.0756
37.6581,127.0761
37.6487,127.0711
37.6493,127.0705
37.6443,127.0595
37.6734,127.059
37.6734,127.059
37.6734,127.059
37.6729,127.0588
37.6729,127.0588
37.6729,127.0588
37.6725,127.0587
37.6725,127.0587
37.6725,127.0587
37.6695,127.0765
37.646,127.0844
37.646,127.0844
37.6206,127.0861
37.6207,127.087
37.6151,127.0644
37.6638,127.0708
37.6656,127.0695
37.6236,127.0909
37.6239,127.0914
37.6242,127.0916
37.6242,127.0921
37.6247,127.0932
37.625,127.094
37.6233,127.0906
37.6235,127.0911
37.6236,127.0916
37.6239,127.0925
37.6242,127.093
37.6245,127.0935
37.624,127.0933
37.6244,127.094
37.6248,127.094
37.6252,127.0949
37.6256,127.0958
37.6259,127.0954
37.626,127.095
37.6259,127.0949
37.6261,127.0966
37.6267,127.0973
37.6275,127.0978
37.6284,127.0985
37.6291,127.099
37.6299,127.0994
37.6307,127.1
37.6314,127.1005
37.6321,127.1011
37.6326,127.1019
37.6332,127.1029
37.6337,127.104
37.6342,127.105
37.6347,127.1061
37.6353,127.1072
37.6357,127.108
37.6362,127.1089
37.6367,127.1099
37.637,127.1108
37.6373,127.1119
37.6474,127.075
37.6472,127.0761
37.6471,127.0756
37.6387,127.0657
37.6387,127.0657
37.6306,127.0734
37.6306,127.0514
37.6258,127.0694
37.6259,127.0694
37.6259,127.0694
37.6255,127.0942
37.6257,127.0945
37.6312,127.0716
37.628,127.0552
37.628,127.0552
37.6279,127.055
37.6279,127.055
37.6285,127.055
37.6285,127.055
37.6273,127.0764
37.628,127.0759
37.6286,127.0753
37.6292,127.0743
37.6401,127.0766
37.6398,127.0778
37.6401,127.0791
37.6388,127.0742
37.6387,127.0738
37.6405,127.0756
37.6348,127.0714
37.6316,127.0657
37.6321,127.0652
37.6368,127.0634
37.6595,127.0738
37.648,127.0698
37.6468,127.079
37.6276,127.0673
37.6276,127.0673
37.6276,127.0673
37.6273,127.0676
37.6273,127.0676
37.6491,127.0703
37.6491,127.0717
37.6484,127.0722
37.6616,127.0821
37.6617,127.0813
37.6672,127.0611
37.6609,127.0634
37.6283,127.0625
37.6467,127.0587
37.6372,127.0635
37.6323,127.0656
37.6616,127.0676
37.6615,127.0677
37.6614,127.0676
37.6614,127.0675
37.6215,127.0715
37.6215,127.0715
37.6475,127.0634
37.6475,127.0633
37.6475,127.0636
37.6726,127.0788
37.6504,127.0634
37.6504,127.0634
37.6677,127.0831
37.6273,127.0514
37.6301,127.044
37.622,127.0566
37.6805,127.0571
37.6271,127.087
37.6221,127.0694
37.6227,127.0692
37.6318,127.0569
37.6316,127.0571
37.6316,127.0568
37.6338,127.0445
37.6341,127.0448
37.6349,127.0453
37.6349,127.045
37.6311,127.0494
37.628,127.0471
37.6257,127.0577
37.6257,127.0577
37.6264,127.0572
37.6257,127.0567
37.6257,127.0567
37.6665,127.0753
37.6656,127.0731
37.6448,127.0571
37.6448,127.0571
37.6233,127.055
37.6234,127.0562
37.6311,127.0488
37.631,127.0493
37.687,127.0521
37.6876,127.0529
37.6204,127.0613
37.6219,127.073
37.6206,127.0809
37.6212,127.0887
37.6259,127.0928
37.6425,127.0747
37.6397,127.072
37.6868,127.0542
37.6726,127.0848
37.668,127.0586
37.661,127.0637
37.6607,127.0633
37.6283,127.0629
37.6169,127.0646
37.6539,127.081
37.6536,127.0816
37.6546,127.0794
37.662,127.0792
37.6622,127.0788
37.6649,127.0622
37.6649,127.0622
37.6649,127.0622
37.6646,127.0629
37.6646,127.0629
37.6646,127.0629
37.6618,127.0621
37.6618,127.0621
37.6618,127.0621
37.6618,127.0625
37.6618,127.0625
37.6618,127.0625
37.6672,127.0835
37.6551,127.0824
37.6551,127.0824
37.6308,127.0656
37.6551,127.0827
37.655,127.0829
37.655,127.0829
37.655,127.0829
37.6152,127.064
37.6152,127.064
37.6153,127.064
37.6153,127.064
37.6153,127.0645
37.6153,127.0645
37.6556,127.0815
37.6556,127.0819
37.6203,127.0796
37.6203,127.0796
37.6621,127.0662
37.6621,127.0662
37.6209,127.0787
37.6209,127.0787
37.6237,127.088
37.627,127.0854
37.627,127.0853
37.6269,127.085
37.6267,127.0852
37.6254,127.0847
37.6252,127.0844
37.6539,127.0795
37.6471,127.075
37.6777,127.0516
37.6777,127.0516
37.6793,127.0527
37.6793,127.0526
37.6816,127.0535
37.6816,127.0536
37.6816,127.0536
37.6506,127.071
37.669,127.0715
37.669,127.0715
37.669,127.0714
37.669,127.0714
37.669,127.0714
37.6683,127.072
37.6683,127.0718
37.6683,127.0718
37.669,127.0705
37.669,127.0705
37.669,127.0709
37.669,127.0709
37.669,127.0709
37.6691,127.0712
37.6691,127.0712
37.6677,127.0709
37.6677,127.0709
37.6677,127.0709
37.6675,127.0713
37.6677,127.0716
37.6677,127.0716
37.6677,127.0716
37.668,127.0719
37.668,127.0719
37.6681,127.072
37.6544,127.0564
37.6544,127.0564
37.6241,127.0597
37.623,127.0779
37.6578,127.0625
37.6639,127.0744
37.6641,127.0687
37.6292,127.0741
37.6752,127.0536
37.6165,127.0646
37.6721,127.0799
37.6703,127.0805
37.6693,127.0794
37.6609,127.0758
37.6169,127.0641
37.6683,127.0794
37.6282,127.0595
37.6509,127.084
37.6603,127.0776
37.6234,127.0808
37.6437,127.0831
37.6367,127.0761
37.658,127.068
37.6508,127.0825
37.661,127.0764
37.6724,127.0524
37.6757,127.0573
37.6655,127.0727
37.6366,127.0734
37.6572,127.0686
37.6368,127.0741
37.651,127.0834
37.6666,127.0767
37.6494,127.0842
37.6718,127.0818
37.668,127.0786
37.668,127.0786
37.672,127.0838
37.6739,127.0846
37.6435,127.0831
37.6707,127.0797
37.6251,127.0791
37.6722,127.0797
37.6596,127.0668
37.6823,127.0579
37.6716,127.0844
37.6727,127.0823
37.673,127.0842
37.6694,127.0775
37.6706,127.0786
37.6725,127.0783
37.6764,127.0825
37.6701,127.0783
37.6218,127.0807
37.6157,127.0632
37.6182,127.0596
37.6184,127.0637
37.6152,127.0624
37.6223,127.0571
37.6223,127.0571
37.6223,127.0571
37.6229,127.0525
37.6715,127.0801
37.6315,127.0566
37.6239,127.0509
37.6231,127.0613
37.6231,127.0613
37.6231,127.0613
37.626,127.0756
37.6205,127.0779
37.6697,127.0788
37.6184,127.0737
37.6184,127.0737
37.6184,127.0737
37.6184,127.0737
37.6184,127.0737
37.6228,127.075
37.6231,127.0809
37.6246,127.0785
37.6267,127.0779
37.6369,127.0762
37.6359,127.0685
37.6359,127.0685
37.6359,127.0685
37.6359,127.0685
37.6359,127.0685
37.6351,127.0712
37.6351,127.0712
37.6351,127.0712
37.6351,127.0712
37.6503,127.0773
37.6517,127.0821
37.6455,127.0645
37.6455,127.0645
37.6455,127.0645
37.6766,127.0535
37.6735,127.0528
37.6744,127.0581
37.6738,127.0569
37.6762,127.0563
37.6766,127.055
37.6766,127.055
37.6766,127.055
37.6766,127.055
37.6599,127.0714
37.6558,127.0643
37.6558,127.0643
37.6558,127.0643
37.6558,127.0643
37.6568,127.0624
37.6567,127.0617
37.6564,127.0616
37.659,127.0626
37.6604,127.0691
37.6597,127.0698
37.6597,127.0698
37.6597,127.0698
37.6597,127.0698
37.6597,127.0698
37.6546,127.0691
37.6567,127.0641
37.6575,127.0652
37.6561,127.0662
37.6693,127.082
37.6653,127.0716
37.6644,127.0726
37.672,127.0838
37.6706,127.0833
37.6687,127.0767
37.6613,127.0715
37.6613,127.0715
37.6541,127.062
37.6544,127.0634
37.6709,127.0578
37.6361,127.0736
37.6214,127.0763
37.668,127.0786
37.6621,127.0674
37.657,127.0699
37.6446,127.075
37.657,127.0739
37.657,127.0739
37.657,127.0739
37.6502,127.0762
37.6502,127.0762
37.6502,127.0762
37.6218,127.0819
37.6195,127.079
37.6282,127.0595
37.6163,127.0663
37.6162,127.0668
37.6169,127.0604
37.6169,127.0604
37.6254,127.0766
37.6252,127.0843
37.6603,127.0739
37.655,127.0733
37.6578,127.0678
37.6578,127.0678
37.6578,127.0678
37.6578,127.0678
37.6642,127.0702
37.6825,127.0527
37.637,127.0785
37.6313,127.0652
37.6313,127.0652
37.6364,127.0722
37.6385,127.0825
37.6167,127.0623
37.6176,127.059
37.6227,127.0587
37.6227,127.0587
37.6315,127.0714
37.6741,127.0799
37.6282,127.0467
37.6311,127.0675
37.6311,127.0675
37.6311,127.0675
37.6311,127.0675
37.6235,127.0772
37.6235,127.0779
37.6735,127.0501
37.6241,127.0739
37.625,127.0874
37.6238,127.0745
37.6206,127.081
37.6726,127.0788
37.6715,127.0771
37.6219,127.0727
37.6511,127.0827
37.6443,127.0834
37.6753,127.0837
37.6432,127.0836
37.6668,127.0697
37.6632,127.0716
37.6722,127.054
37.6846,127.0546
37.6509,127.0585
37.6262,127.0699
37.6216,127.0716
37.6193,127.0724
37.6317,127.0589
37.6155,127.0676
37.6202,127.0829
37.6276,127.0723
37.6276,127.0723
37.6276,127.0723
37.6276,127.0723
37.6276,127.0723
37.6374,127.0739
37.6374,127.0739
37.6733,127.0519
37.6439,127.066
37.6439,127.066
37.6439,127.066
37.6439,127.066
37.6439,127.066
37.648,127.0808
37.6461,127.0834
37.6461,127.0834
37.6501,127.0796
37.6503,127.0809
37.6666,127.0803
37.668,127.0768
37.628,127.0852
37.6233,127.0634
37.6223,127.0589
37.6223,127.0589
37.6649,127.0636
37.6526,127.0712
37.6526,127.0712
37.6526,127.0712
37.6526,127.0712
37.6526,127.0712
37.6733,127.0511
37.6655,127.0697
37.6757,127.0874
37.6265,127.0768
37.6265,127.0768
37.6265,127.0768
37.6265,127.0768
37.6255,127.0773
37.6255,127.0773
37.6255,127.0773
37.6255,127.0773
37.6229,127.0777
37.6229,127.0777
37.6229,127.0777
37.6237,127.0774
37.6237,127.0774
37.6262,127.076
37.6258,127.0765
37.6688,127.0606
37.626,127.0764
37.6245,127.0764
37.6245,127.0764
37.6245,127.0764
37.6245,127.0764
37.6394,127.0694
37.6394,127.0694
37.6394,127.0694
37.621,127.0743
37.621,127.0743
37.621,127.0743
37.621,127.0743
37.6674,127.0568
37.6674,127.0568
37.6674,127.0568
37.6674,127.0568
37.6583,127.0743
37.6583,127.0743
37.6228,127.0609
37.6578,127.0699
37.6677,127.0636
37.6679,127.0668
37.6223,127.0529
37.6846,127.0539
37.6363,127.0742
37.6363,127.0743
37.622,127.0566
37.6221,127.0575
37.6221,127.0575
37.6221,127.0575
37.6217,127.0587
37.6214,127.0573
37.6238,127.0685
37.6733,127.0601
37.6736,127.0597
37.6736,127.0597
37.6606,127.0665
37.627,127.0791
37.627,127.0791
37.627,127.0791
37.6542,127.0594
37.6542,127.0594
37.6189,127.077
37.6189,127.077
37.6189,127.077
37.6577,127.0658
37.6577,127.0658
37.661,127.0716
37.6293,127.0734
37.6293,127.0734
37.6293,127.0734
37.6293,127.0734
37.651,127.0781
37.651,127.0781
37.651,127.0781
37.6223,127.0792
37.6223,127.0792
37.6223,127.0792
37.6624,127.0728
37.6629,127.0631
37.6629,127.0631
37.6629,127.0631
37.6589,127.0674
37.6298,127.0443
37.6298,127.0443
37.6298,127.0443
37.6625,127.0729
37.6288,127.0594
37.6288,127.0594
37.6481,127.0837
37.6481,127.0837
37.6481,127.0837
37.6248,127.0554
37.6248,127.0554
37.6248,127.0554
37.6246,127.0768
37.6246,127.0768
37.6627,127.0714
37.6491,127.0821
37.619,127.08
37.619,127.08
37.619,127.08
37.6231,127.0672
37.6231,127.0672
37.6231,127.0672
37.6231,127.0672
37.6564,127.0679
37.6296,127.0748
37.6296,127.0748
37.6277,127.0824
37.6277,127.0824
37.6277,127.0824
37.6623,127.0777
37.6283,127.0744
37.6283,127.0744
37.6283,127.0744
37.6578,127.0625
37.6578,127.0625
37.629,127.072
37.629,127.072
37.629,127.072
37.6332,127.0706
37.6332,127.0706
37.6332,127.0706
37.624,127.0592
37.624,127.0592
37.634,127.0513
37.634,127.0513
37.649,127.0812
37.649,127.0812
37.649,127.0812
37.6488,127.0616
37.6488,127.0616
37.6569,127.078
37.6637,127.067
37.6541,127.0605
37.6542,127.0608
37.6545,127.0608
37.6544,127.0604
37.6512,127.0608
37.6363,127.0775
37.6363,127.0775
37.6363,127.0775
37.672,127.0775
37.6237,127.0538
37.6237,127.0538
37.6237,127.0538
37.6241,127.0726
37.6241,127.0726
37.6241,127.0726
37.6575,127.0704
37.6575,127.0704
37.6575,127.0704
37.6538,127.073
37.6538,127.073
37.6538,127.073
37.6698,127.0833
37.6698,127.0833
37.6698,127.0833
37.6622,127.0722
37.662,127.0724
37.662,127.0724
37.6622,127.0722
37.6622,127.0722
37.6622,127.0722
37.6622,127.0722
37.6597,127.0593
37.6597,127.059
37.6751,127.0535
37.6751,127.0535
37.6751,127.0535
37.6249,127.0595
37.6174,127.0662
37.619,127.0569
37.6243,127.0553
37.6323,127.057
37.63,127.0589
37.6297,127.0563
37.6325,127.0505
37.6327,127.0439
37.6307,127.0631
37.6284,127.0753
37.6232,127.0762
37.6255,127.0931
37.6223,127.0803
37.6218,127.08
37.6219,127.081
37.6228,127.0841
37.6228,127.0841
37.6208,127.0817
37.6223,127.0788
37.6503,127.0842
37.6497,127.0847
37.6609,127.0764
37.6744,127.059
37.6727,127.0512
37.6588,127.0698
37.667,127.0772
37.6695,127.0795
37.671,127.0794
37.6656,127.0674
37.6656,127.0674
37.6656,127.0674
37.6656,127.0674
37.6598,127.0711
37.6598,127.0711
37.6598,127.0711
37.6631,127.0709
37.6313,127.0527
37.6418,127.0612
37.6726,127.0848
37.6757,127.0583
37.657,127.0635
37.657,127.0635
37.6616,127.0692
37.6601,127.0738
37.6601,127.0735
37.6256,127.0746
37.625,127.0747
37.6253,127.075
37.6246,127.0744
37.6246,127.0747
37.6246,127.0747
37.6247,127.0753
37.624,127.0748
37.624,127.0748
37.6235,127.0739
37.6234,127.0744
37.623,127.0744
37.6234,127.0747
37.6235,127.0749
37.6238,127.0757
37.6232,127.0755
37.6221,127.0743
37.6225,127.0754
37.6227,127.0764
37.6252,127.0723
37.6232,127.0736
37.6232,127.0736
37.6232,127.0736
37.6232,127.0736
37.623,127.0722
37.623,127.0722
37.623,127.0722
37.623,127.0722
37.6594,127.0653
37.6598,127.0656
37.6599,127.0663
37.6596,127.0668
37.6589,127.0671
37.6589,127.0671
37.6595,127.0672
37.6599,127.0673
37.6607,127.0676
37.6599,127.0685
37.6601,127.0679
37.6595,127.0679
37.6593,127.0677
37.6601,127.0667
37.6612,127.0667
37.6616,127.0658
37.6612,127.066
37.6583,127.0658
37.6252,127.0759
37.6252,127.0759
37.6252,127.0759
37.6247,127.0758
37.6247,127.0758
37.6247,127.0758
37.6243,127.0754
37.6239,127.076
37.6248,127.0532
37.6248,127.0532
37.6248,127.0532
37.6253,127.0519
37.6253,127.0519
37.6253,127.0519
37.6249,127.0556
37.625,127.0546
37.6246,127.054
37.6251,127.0551
37.6244,127.0547
37.6239,127.0541
37.6235,127.0534
37.6233,127.0521
37.623,127.054
37.6233,127.0531
37.6233,127.0531
37.6231,127.0527
37.6231,127.0527
37.6733,127.0837
37.6248,127.0543
37.6182,127.0587
37.6172,127.0582
37.617,127.0594
37.632,127.0435
37.6321,127.0438
37.6331,127.0435
37.6288,127.0458
37.6295,127.0463
37.6291,127.0452
37.629,127.046
37.6288,127.0459
37.6288,127.0459
37.6287,127.0469
37.6329,127.0574
37.6315,127.0576
37.6324,127.057
37.6327,127.0572
37.6331,127.0576
37.6338,127.0586
37.6335,127.0587
37.6332,127.0573
37.6323,127.0583
37.6372,127.0749
37.6366,127.0739
37.6366,127.0739
37.6366,127.0745
37.6364,127.0748
37.6368,127.0743
37.6358,127.075
37.6358,127.0746
37.6364,127.0789
37.6373,127.0767
37.6364,127.077
37.6367,127.0761
37.6701,127.0777
37.6249,127.0715
37.6237,127.0711
37.6225,127.0715
37.6244,127.0709
37.6241,127.071
37.6218,127.0721
37.6242,127.072
37.6247,127.0723
37.6231,127.0728
37.6231,127.0728
37.6207,127.073
37.6208,127.0737
37.6201,127.0731
37.6215,127.073
37.6209,127.0741
37.6203,127.0726
37.6254,127.079
37.6259,127.0782
37.6251,127.0788
37.6253,127.0782
37.6247,127.0779
37.6245,127.0791
37.6245,127.0791
37.6256,127.0787
37.6253,127.0779
37.6255,127.0774
37.6253,127.0779
37.6242,127.0806
37.6236,127.08
37.6218,127.0804
37.6218,127.0807
37.6219,127.0808
37.6224,127.0795
37.6225,127.0798
37.6232,127.0798
37.6226,127.0801
37.6236,127.0804
37.6238,127.0805
37.6243,127.0803
37.6243,127.08
37.6513,127.0834
37.6515,127.0841
37.6507,127.0829
37.651,127.0819
37.6462,127.0838
37.6465,127.085
37.6465,127.085
37.6465,127.085
37.6465,127.085
37.6465,127.0831
37.6479,127.0825
37.6479,127.0825
37.6479,127.0825
37.6479,127.0825
37.6761,127.0574
37.6773,127.0564
37.6782,127.0565
37.6778,127.0559
37.677,127.0562
37.6761,127.0576
37.6761,127.0579
37.6749,127.0585
37.6747,127.0588
37.6749,127.0594
37.6748,127.0597
37.6761,127.0572
37.6768,127.0521
37.676,127.0512
37.6752,127.0526
37.6752,127.0526
37.6757,127.0529
37.6761,127.0538
37.677,127.0542
37.6747,127.0543
37.6769,127.0525
37.6752,127.0519
37.6762,127.0524
37.6765,127.0531
37.6757,127.0531
37.6765,127.0545
37.6742,127.0536
37.675,127.0515
37.6593,127.0682
37.6592,127.0684
37.659,127.0685
37.6591,127.0693
37.6586,127.069
37.659,127.0696
37.659,127.0706
37.6589,127.0707
37.6581,127.0692
37.6579,127.0688
37.6578,127.0689
37.6576,127.0692
37.6575,127.0693
37.6574,127.0695
37.6572,127.0696
37.6577,127.0691
37.6575,127.0693
37.6577,127.0701
37.6583,127.0702
37.6583,127.0705
37.6582,127.0707
37.658,127.0709
37.6558,127.0688
37.6563,127.0698
37.656,127.0697
37.6558,127.0703
37.6566,127.0705
37.6564,127.0707
37.6573,127.0706
37.6567,127.0703
37.6699,127.0821
37.6693,127.0816
37.6699,127.0825
37.6701,127.0821
37.6702,127.0835
37.6687,127.082
37.668,127.0796
37.6683,127.0823
37.67,127.0811
37.6695,127.0813
37.6681,127.08
37.6688,127.0811
37.6687,127.0814
37.6693,127.081
37.6665,127.0666
37.6629,127.0665
37.6629,127.0665
37.6641,127.0671
37.6641,127.0671
37.6641,127.0671
37.6641,127.0671
37.6656,127.0669
37.6614,127.068
37.6605,127.0683
37.615,127.065
37.6617,127.0676
37.6623,127.0679
37.6606,127.0678
37.6609,127.0683
37.6615,127.0692
37.6609,127.0688
37.6608,127.069
37.6609,127.07
37.6605,127.0706
37.6614,127.0695
37.6613,127.0697
37.6608,127.0703
37.6608,127.0703
37.6607,127.0705
37.661,127.0709
37.6604,127.071
37.6599,127.0708
37.6596,127.0709
37.6599,127.0712
37.6658,127.0708
37.6645,127.0721
37.6665,127.0709
37.6661,127.0714
37.6659,127.0717
37.6651,127.0709
37.665,127.0712
37.6652,127.0719
37.665,127.0722
37.6745,127.083
37.6617,127.0714
37.6617,127.0713
37.6643,127.0728
37.6231,127.0593
37.6612,127.0716
37.6235,127.0595
37.6238,127.0596
37.6242,127.0596
37.6244,127.0596
37.6247,127.0593
37.6253,127.0589
37.6245,127.06
37.6247,127.06
37.6235,127.0605
37.6237,127.061
37.6229,127.0602
37.6229,127.0602
37.6229,127.0602
37.6229,127.0602
37.6241,127.06
37.6223,127.0611
37.6214,127.0612
37.6207,127.0595
37.6205,127.0618
37.6205,127.0622
37.6165,127.0646
37.6166,127.0645
37.6162,127.0635
37.6164,127.0628
37.6167,127.063
37.617,127.0634
37.6173,127.0635
37.6173,127.0637
37.6167,127.0637
37.6166,127.0639
37.6164,127.0637
37.6161,127.064
37.619,127.0584
37.6232,127.0542
37.6168,127.0658
37.6307,127.0588
37.6307,127.0588
37.6307,127.0588
37.6307,127.0588
37.625,127.0599
37.6215,127.0589
37.6215,127.0589
37.6215,127.0589
37.6293,127.0533
37.6323,127.0495
37.6314,127.0611
37.6312,127.0435
37.6307,127.059
37.6307,127.059
37.6314,127.0589
37.6185,127.0726
37.6175,127.0727
37.6173,127.0729
37.6177,127.0734
37.6185,127.0732
37.6186,127.0731
37.6188,127.0731
37.6179,127.074
37.6176,127.0741
37.6182,127.0744
37.6191,127.0759
37.6191,127.0762
37.62,127.0757
37.62,127.0757
37.62,127.0757
37.62,127.0757
37.62,127.0757
37.62,127.076
37.6202,127.0764
37.6204,127.076
37.62,127.0754
37.6214,127.0761
37.6219,127.0756
37.6222,127.0766
37.622,127.0775
37.6217,127.0778
37.6216,127.0773
37.6196,127.0785
37.6199,127.0787
37.6198,127.0802
37.6198,127.0799
37.6194,127.0797
37.6191,127.0776
37.6191,127.0776
37.6191,127.0776
37.6191,127.0776
37.6258,127.0777
37.6262,127.0778
37.6266,127.0783
37.6268,127.0785
37.6273,127.0778
37.6277,127.0797
37.6274,127.0803
37.6266,127.08
37.6267,127.0803
37.6264,127.0797
37.6216,127.0787
37.6228,127.0783
37.6232,127.0786
37.6238,127.0783
37.6246,127.0789
37.6213,127.0788
37.6241,127.0899
37.6252,127.0925
37.6253,127.0928
37.6252,127.0925
37.6252,127.0925
37.6252,127.0925
37.6264,127.0923
37.6262,127.092
37.6269,127.0944
37.6257,127.071
37.6224,127.0868
37.6297,127.0733
37.6304,127.073
37.6312,127.0705
37.6283,127.0663
37.6283,127.0663
37.6266,127.0684
37.6266,127.0684
37.6219,127.0714
37.6219,127.0714
37.6308,127.0656
37.6313,127.0702
37.675,127.0561
37.6748,127.0574
37.6741,127.059
37.674,127.0608
37.6741,127.0606
37.6732,127.0598
37.6732,127.0598
37.6718,127.0583
37.6715,127.0579
37.6734,127.0577
37.6737,127.0503
37.6739,127.0511
37.6743,127.0516
37.6743,127.0516
37.6733,127.0521
37.6728,127.0517
37.672,127.0528
37.6589,127.0617
37.6589,127.062
37.6586,127.0645
37.6585,127.0651
37.6574,127.0649
37.6565,127.0688
37.6562,127.068
37.6557,127.0681
37.6572,127.0683
37.6721,127.0857
37.672,127.0857
37.6712,127.0858
37.6711,127.0852
37.6715,127.0854
37.6707,127.0852
37.6716,127.0847
37.6722,127.0851
37.6639,127.0693
37.6639,127.069
37.6648,127.0689
37.6651,127.069
37.6647,127.0696
37.6649,127.0698
37.6651,127.0701
37.6648,127.0708
37.6648,127.0708
37.6646,127.0706
37.664,127.0699
37.6636,127.0702
37.6638,127.0703
37.6632,127.0695
37.6628,127.0698
37.6628,127.0701
37.6628,127.0706
37.6625,127.0708
37.6618,127.0704
37.6638,127.0725
37.6639,127.0718
37.6641,127.0712
37.6636,127.0713
37.6633,127.0714
37.6626,127.0716
37.6625,127.0717
37.6624,127.0718
37.6623,127.0727
37.6626,127.0728
37.6629,127.0727
37.6633,127.0726
37.6634,127.0724
37.6632,127.072
37.6632,127.072
37.6496,127.0819
37.6503,127.0827
37.6504,127.0825
37.6499,127.0828
37.6498,127.0829
37.6494,127.0835
37.6491,127.0836
37.6497,127.0843
37.6499,127.0844
37.6492,127.085
37.6497,127.084
37.6502,127.0831
37.6496,127.0828
37.6595,127.074
37.6596,127.0744
37.6609,127.075
37.661,127.0743
37.6612,127.0758
37.6614,127.0766
37.6609,127.0765
37.6607,127.0768
37.6606,127.076
37.66,127.0762
37.6601,127.0766
37.6597,127.0779
37.646,127.082
37.6388,127.0702
37.6347,127.0708
37.6347,127.0708
