,위도,경도
39,37.67524254318745,127.06038264516093
39,37.67539034364355,127.06088346185119
39,37.67559915221479,127.06098505702992
39,37.675044978144236,127.06075248394619
40,37.675919,127.048586
40,37.67617680814512,127.04841333407602
40,37.676175003331245,127.04895914070619
40,37.676101211270975,127.04886349527241
40,37.67589405862287,127.04860091036628
40,37.67596211250545,127.04837174446676
41,37.675919,127.049396
41,37.67561014023658,127.04900478068534
41,37.67566512147914,127.0495824413763
41,37.67613816325429,127.04938300452784
41,37.67623302353399,127.04931638212933
41,37.67581038399984,127.04915083307351
42,37.675919,127.050206
42,37.67601023133985,127.04985419533784
42,37.67607266734836,127.0501598136475
42,37.67605817789866,127.05026188919683
42,37.67570998637771,127.05015477360766
42,37.67618075815498,127.04987168605334
43,37.675919,127.05101599999999
43,37.67563575246398,127.05077647906924
43,37.67583943322805,127.05077729379636
43,37.676165750215745,127.05130502028953
43,37.67599757197356,127.05096284704088
43,37.67596928534899,127.05066979629052
44,37.675919,127.05182599999999
44,37.67589530881047,127.05208101227558
44,37.67565507482012,127.05204626095636
44,37.67575696805883,127.05154959594852
44,37.676059021395226,127.05151061501554
44,37.67607520225188,127.05144902298366
45,37.675919,127.05263599999999
45,37.67597014523188,127.0526364321696
45,37.67560410230834,127.05266676430898
45,37.67582007535021,127.05254589017981
45,37.675842049780904,127.05253623543601
45,37.67621942202687,127.05259195729573
46,37.675919,127.053446
46,37.67579728090859,127.0532370659687
46,37.675851403246526,127.05308534728523
46,37.67567313162432,127.0535867546287
46,37.67590127680836,127.05355257604049
46,37.6762084441007,127.0532078203233
47,37.675919,127.054256
47,37.676231214426686,127.0544332220681
47,37.67615342027203,127.05407039474954
47,37.675799886687315,127.05390552438827
47,37.67566182049566,127.05455719657637
47,37.676070013824194,127.05385515157212
48,37.675919,127.055066
48,37.6757381028131,127.05490353390329
48,37.67589948910098,127.05511204657495
48,37.67581789638609,127.05504690146397
48,37.67614333847387,127.05537198073038
48,37.67584984594461,127.0546666861161
49,37.675919,127.055876
49,37.67605473106881,127.05597787626171
49,37.67601410579743,127.05618733801066
49,37.67613218647007,127.05593281559317
49,37.67573012403396,127.05597774371914
49,37.67596353075638,127.05577043736919
50,37.675919,127.056686
50,37.67561521832422,127.05674102904653
50,37.676210632430546,127.05674284076763
50,37.67584587841579,127.05665113710619
50,37.67613443353045,127.05640564055531
50,37.67588048258725,127.05639898315484
51,37.675919,127.057496
51,37.67575378417618,127.05759612222651
51,37.675743206258865,127.05786178885226
51,37.6759064299554,127.05751232675969
51,37.67615725346401,127.05733982786711
51,37.67608862801695,127.0571126210091
52,37.675919,127.058306
52,37.676034606170376,127.05856725079838
52,37.675985272246,127.05820495018392
52,37.67576621195213,127.05817517643489
52,37.676200057511615,127.05805732555721
52,37.67563046618927,127.058070083454
53,37.675919,127.059116
53,37.67613061458451,127.05886921289031
53,37.67575165055231,127.05918458993833
53,37.6761429524412,127.0592695847409
53,37.675920156603055,127.05889854450118
53,37.6758288284402,127.05875503434298
54,37.675919,127.05992599999999
54,37.67622949320076,127.05964619072493
54,37.675942859886206,127.05952118280014
54,37.675741007409265,127.05969737014709
54,37.67615936527359,127.05990418777569
54,37.67566011358484,127.06006730772944
55,37.675919,127.06073599999999
55,37.67593335190569,127.06033429742679
55,37.67600928000768,127.0610263751684
55,37.675993789532455,127.06113802949154
55,37.67619465568843,127.06064172971642
55,37.675968382086886,127.06102743517793
56,37.675919,127.06154599999999
56,37.67600424162075,127.06116473004458
56,37.67619482966493,127.06129727420375
56,37.67574943024625,127.06185803507367
56,37.67615459178324,127.06177826035884
56,37.676125710540454,127.06160391712908
57,37.676549,127.048586
57,37.67649773675045,127.04831012630443
57,37.67652758944405,127.04823409306378
57,37.67631888122223,127.0487366192311
57,37.676282834179936,127.04845112756696
57,37.676315849188136,127.04893067964794
58,37.676549,127.049396
58,37.67656928858259,127.04939500972372
58,37.67660500880405,127.04923208993384
58,37.6768103860679,127.049001901714
58,37.67683719343244,127.0497311223733
58,37.67630210416292,127.04943745801954
59,37.676549,127.050206
59,37.67656172822238,127.05010489656723
59,37.676240087661846,127.05044220673744
59,37.67630301581923,127.05019831055289
59,37.67636042664684,127.0505349326805
59,37.67649221653529,127.05057340039279
60,37.676549,127.05101599999999
60,37.67675230976595,127.05122176421565
60,37.676624919505585,127.05115747857812
60,37.6766472230935,127.05135572435606
60,37.67679282482874,127.05089246480897
60,37.67627615536279,127.05114914621413
61,37.676549,127.05182599999999
61,37.676767069723255,127.05206118707191
61,37.67659994967659,127.05147573491291
61,37.67666728729375,127.05194731447025
61,37.676397977555325,127.05147632209506
61,37.676586495680596,127.05146822105452
62,37.676549,127.05263599999999
62,37.676292035548194,127.05292839836171
62,37.6767891011654,127.0528060696938
62,37.67632728142169,127.0523226625802
62,37.67626061310382,127.05269596954761
62,37.676712933626355,127.05299294071743
63,37.676549,127.053446
63,37.676264047230326,127.05384398983774
63,37.6763394323896,127.05311265363743
63,37.67632694036217,127.05310719351223
63,37.67634517780327,127.05314013424702
63,37.67659799773527,127.05321736327517
64,37.676549,127.054256
64,37.67652545132836,127.05450082964467
64,37.67634285711268,127.05426995587234
64,37.676288882696724,127.05434408040135
64,37.67668878934482,127.05462658033233
64,37.67656652611462,127.05465696797143
65,37.676549,127.055066
65,37.676279842874116,127.05500053748158
65,37.67664679505394,127.05470137455835
65,37.676728733557816,127.05523120482532
65,37.67662199922026,127.0548346671948
65,37.67627187736995,127.05528821781189
66,37.676549,127.055876
66,37.676400931408125,127.05562292936624
66,37.676451036587565,127.05617968796005
66,37.6764137926082,127.05588417073473
66,37.67634092519312,127.05576855703887
66,37.67630041637128,127.05611710321617
67,37.676549,127.056686
67,37.676416754690386,127.0564200744763
67,37.67668968625018,127.05704882258948
67,37.67667142117271,127.05700778816613
67,37.67657001199603,127.056933979679
67,37.67685201945781,127.05650654287373
68,37.676549,127.057496
68,37.676641331980974,127.05710851405354
68,37.67645841814045,127.05778532018043
68,37.67635903792737,127.05750289551723
68,37.67682638135833,127.0573600766016
68,37.67659210876966,127.05723817546325
69,37.676549,127.058306
69,37.676377905183415,127.05808006960925
69,37.67671497992152,127.05813421875912
69,37.67656048931814,127.05816908429544
69,37.67670355443003,127.05799779862149
69,37.67640709738157,127.05846534392853
70,37.676549,127.059116
70,37.67670091076069,127.05889128558398
70,37.67685862803179,127.05890281829595
70,37.67647729151321,127.0587485526449
70,37.67629594554853,127.05907093388625
70,37.6763658274574,127.05940531130034
71,37.676549,127.05992599999999
71,37.6762465366642,127.06026354643996
71,37.67685224956218,127.06003777462246
71,37.6762718989082,127.05995974344805
71,37.6766419645107,127.05958794702617
71,37.67629205472448,127.06011710256294
72,37.676549,127.06073599999999
72,37.67625961144058,127.06047303288578
72,37.67635945602868,127.06084913120283
72,37.67680342136175,127.0611394251001
72,37.67666059668753,127.06089395097428
72,37.67660933984748,127.06038874204783
73,37.676549,127.06154599999999
73,37.67626629036632,127.06154739178986
73,37.676570680070746,127.0612984698242
73,37.67662200905954,127.06121717777272
73,37.67660704065508,127.06118813886043
73,37.67677905587094,127.06184175818476
74,37.677179,127.047776
74,37.67697454360471,127.04764101167633
74,37.67722333696257,127.0479280053674
74,37.67726075029251,127.0477536401739
74,37.67723195920283,127.04754805043194
74,37.677172354880454,127.04780191051897
75,37.677179,127.048586
75,37.677427609888966,127.04820883346862
75,37.67717517296536,127.04844071333807
75,37.67741231187328,127.0487051936837
75,37.67694860778922,127.04889667964696
75,37.67712458952565,127.04834515385487
76,37.677179,127.049396
76,37.6769531824503,127.04941478881364
76,37.677106203416564,127.04901560556847
76,37.676910711949624,127.04977638622233
76,37.67740689053583,127.0491837025678
76,37.67738005500738,127.04929184630828
77,37.677179,127.050206
77,37.67715307827739,127.04991980322659
77,37.67724743968813,127.05031495708218
77,37.676956780941055,127.05027731953074
77,37.67725015363833,127.0504353106322
77,37.676915751919296,127.0504719643556
78,37.677179,127.05101599999999
78,37.67728083241339,127.05088987129152
78,37.67691186637828,127.05090987076031
78,37.67737686389479,127.05122100096578
78,37.67724012170253,127.0510791900502
78,37.67710617422609,127.0513417918988
79,37.677179,127.05182599999999
79,37.6771921205509,127.05171144449957
79,37.676952149880094,127.05161998822622
79,37.6773165861424,127.05185718320827
79,37.67719976352412,127.05161627412845
79,37.676914222007866,127.05186966816748
80,37.677179,127.05263599999999
80,37.6774814019928,127.05261150761874
80,37.677336614710036,127.05273846786564
80,37.67730031507587,127.05284884313231
80,37.677349747958246,127.0528042163712
80,37.677202287748194,127.05302929000503
81,37.677179,127.053446
81,37.67732479088204,127.05339654138949
81,37.677477416643,127.05359629532266
81,37.67748891206007,127.05342952223863
81,37.67747621220575,127.0537413925203
81,37.677367894921915,127.05370121531148
82,37.677179,127.054256
82,37.676955778847216,127.05418010905814
82,37.67700323648434,127.05425677164456
82,37.67693033893323,127.05392379985672
82,37.67747891152443,127.05403219108307
82,37.67722881099224,127.05440951494494
83,37.677179,127.055066
83,37.676908636722196,127.05506256938182
83,37.677196498681205,127.05527061768437
83,37.67701238268624,127.05498350448308
83,37.677160863973064,127.05537052148004
83,37.677348024254506,127.05511052345724
84,37.677179,127.055876
84,37.67698724710585,127.05570215097477
84,37.67705816608798,127.05619653977645
84,37.677399831430385,127.05592036195462
84,37.677367724384084,127.05609306070137
84,37.677344796049994,127.05598851841563
85,37.677179,127.056686
85,37.67723689657042,127.05652315564878
85,37.67726359826425,127.05673220270201
85,37.67723601212061,127.05646071668738
85,37.67740823782944,127.05657238270182
85,37.67708140134062,127.05637391441415
86,37.677179,127.057496
86,37.67714297683539,127.05710169512979
86,37.67720959238223,127.05744796410475
86,37.67744794801923,127.05760677233829
86,37.6771525441605,127.05722684249791
86,37.677187540420434,127.05720159913506
87,37.677179,127.058306
87,37.67746905202541,127.05820991005238
87,37.67695476608342,127.05870462350596
87,37.677277152195124,127.05792804041191
87,37.67748274056931,127.05867903034785
87,37.677255956231114,127.05798805923916
88,37.677179,127.059116
88,37.67695965205904,127.05937651224365
88,37.67704101052674,127.05886591636883
88,37.677090281842325,127.05890029370825
88,37.67688799072077,127.05915284463921
88,37.67709937165798,127.05885606725433
89,37.677179,127.05992599999999
89,37.677344627749065,127.05999390512669
89,37.67740263591435,127.05978320380837
89,37.67746061485734,127.05965461617127
89,37.677117516962774,127.06022887667876
89,37.677140636196256,127.06016776895447
90,37.677179,127.06073599999999
90,37.6770409330145,127.06035962926597
90,37.67702204134588,127.06039122783858
90,37.67738514447435,127.06064667125055
90,37.677285510058844,127.06034956681536
90,37.67726931343515,127.06041922769234
91,37.677179,127.06154599999999
91,37.677349653980414,127.06173360148007
91,37.67700520471152,127.06125644121875
91,37.67687443950219,127.06146233946701
91,37.67696606262065,127.06147139697909
91,37.67715268247306,127.06117618357192
92,37.677179,127.062356
92,37.67719805644872,127.06266007242267
92,37.67734008547371,127.06245562152542
92,37.67729885746132,127.06274435405558
92,37.677315147457975,127.06200817243393
92,37.67712293950856,127.06223559707843
93,37.677808999999996,127.047776
93,37.67797135084468,127.04778385900961
93,37.678014606476246,127.04796201103619
93,37.67790489523756,127.04740032895374
93,37.677870808525306,127.04760811097974
93,37.67782345906234,127.04783173466605
94,37.677808999999996,127.048586
94,37.678069379468,127.04832931659678
94,37.67786208552863,127.04837019337252
94,37.67752173698996,127.04835982896861
94,37.677828387149475,127.048896503877
94,37.67771186481868,127.04825350992373
95,37.677808999999996,127.049396
95,37.6777723254518,127.04941744493291
95,37.67798030936965,127.04933087997952
95,37.677708504359856,127.04967966642675
95,37.677589243092335,127.04908953241441
95,37.677986449438784,127.04975004148437
96,37.677808999999996,127.050206
96,37.6779323122154,127.05007259629916
96,37.67782422227549,127.05011636987007
96,37.67764855638827,127.04987043071755
96,37.67761057786866,127.04994432169951
96,37.67777066139337,127.05054424870445
97,37.677808999999996,127.05101599999999
97,37.67760504904201,127.0513100424325
97,37.67788936101164,127.05070639764294
97,37.67787948988854,127.05140623418436
97,37.67754572067536,127.0508776526038
97,37.67786637107753,127.05067323505585
98,37.677808999999996,127.05182599999999
98,37.677844422044004,127.05208150922097
98,37.67787039061825,127.05183035939336
98,37.677546942976065,127.05219371362415
98,37.678043104197954,127.05150246441616
98,37.67800836111455,127.0519607764663
99,37.677808999999996,127.05263599999999
99,37.67812127822005,127.05228632320264
99,37.67761296451404,127.05292361220182
99,37.67810628607892,127.0525396565654
99,37.677982823385015,127.0526695565246
99,37.67764023932878,127.05295522912753
100,37.677808999999996,127.053446
100,37.677498361468764,127.05335471427189
100,37.677589359743706,127.05374085956227
100,37.67752203913377,127.05382496345476
100,37.67777836056329,127.05352965792125
100,37.678084206227105,127.05326283764633
101,37.677808999999996,127.054256
101,37.67801608549243,127.05411080459133
101,37.67771582132696,127.05457517847537
101,37.67758473282273,127.05411118271701
101,37.67794713530231,127.0544126593318
101,37.67792543736845,127.05457438697044
102,37.677808999999996,127.055066
102,37.677862187498675,127.05509589227775
102,37.67786418241428,127.05496767232665
102,37.677686202258386,127.05521196492091
102,37.677930640096044,127.05489248183044
102,37.67809131831073,127.05506978127612
103,37.677808999999996,127.055876
103,37.67769457277257,127.05571208394096
103,37.67804162503609,127.05601279567476
103,37.67755695532382,127.05600878899791
103,37.677520340222195,127.05580233922909
103,37.677524379010855,127.05563078643804
104,37.677808999999996,127.056686
104,37.67762086150362,127.05653568941723
104,37.67804988701,127.05699931105048
104,37.67751947762447,127.05696943400386
104,37.6779042876872,127.05683283403252
104,37.67772387628915,127.0564030169291
105,37.677808999999996,127.057496
105,37.67771349803477,127.05712860880773
105,37.67802220366689,127.0576280894195
105,37.677885449923764,127.0575189054798
105,37.67803424565656,127.0577722741797
105,37.677807172857754,127.05766406408128
106,37.677808999999996,127.058306
106,37.677613318595384,127.05815219910804
106,37.677909858007354,127.05822270276946
106,37.677674652365226,127.05814404519151
106,37.67764007612743,127.05834234388304
106,37.677669424931786,127.05813550342279
107,37.677808999999996,127.059116
107,37.67749996901329,127.05919882319048
107,37.67802715649228,127.0590821299536
107,37.67804646048277,127.05902840010961
107,37.67802758281078,127.05874404345357
107,37.67807562988641,127.05873618820466
108,37.677808999999996,127.05992599999999
108,37.677630189087154,127.05960261932884
108,37.67777671744874,127.0600306367794
108,37.67811856894024,127.06030403038146
108,37.67774636471117,127.06000565815815
108,37.6779985610585,127.06004830934407
109,37.677808999999996,127.06073599999999
109,37.677668496593185,127.0606287454197
109,37.67779516792798,127.06064985612909
109,37.6778335600593,127.06065049519144
109,37.67774988034812,127.06043085926233
109,37.67792331138941,127.06098620440872
110,37.677808999999996,127.06154599999999
110,37.67768467420714,127.0612975115752
110,37.6776814493086,127.06117527706076
110,37.67752904701406,127.06129425403185
110,37.67777840531067,127.06132178547601
110,37.67751794119884,127.06191197272838
111,37.677808999999996,127.062356
111,37.677806397644716,127.0627444835674
111,37.67779933543713,127.06203064804515
111,37.677592726175305,127.06220704994534
111,37.67811574880938,127.06207216408417
111,37.67808646756505,127.06263358220698
112,37.678439,127.047776
112,37.678403154368425,127.0480587180292
112,37.678633054692625,127.04742080105301
112,37.67850256917864,127.0473804395802
112,37.67871766036979,127.04806753481726
112,37.67859687404831,127.04758638979965
113,37.678439,127.048586
113,37.678157012652306,127.04897168634803
113,37.67846342253355,127.04835741740649
113,37.67822461039259,127.04841114819419
113,37.678256018053034,127.04819698265658
113,37.67869425435422,127.04833421139371
114,37.678439,127.049396
114,37.67824603930911,127.04947559546115
114,37.67820144931268,127.04975065434299
114,37.678568735537816,127.04899779661281
114,37.67841311612209,127.04966083890191
114,37.678587964232776,127.04931274052848
115,37.678439,127.050206
115,37.678181828223956,127.0501069721082
115,37.67854886417626,127.05032225231875
115,37.67829812195015,127.04997022825559
115,37.67851881291864,127.05003448294856
115,37.67854353730799,127.05005665512145
116,37.678439,127.05101599999999
116,37.67872047804922,127.05129892289493
116,37.678496393540826,127.05100468788474
116,37.678207254117844,127.05130896019546
116,37.67820129088636,127.05074306766721
116,37.67866929056454,127.05102907546689
117,37.678439,127.05182599999999
117,37.67868640630799,127.05201631569408
117,37.6782270282208,127.05194992270816
117,37.67823339302332,127.05208709220996
117,37.67829482613096,127.05159088472548
117,37.67866119730555,127.05220072856396
118,37.678439,127.05263599999999
118,37.67831305240703,127.05286416699434
118,37.67839565826715,127.0522555972244
118,37.67838252087666,127.05236311607264
118,37.6784822195749,127.05270925961989
118,37.67815031729127,127.05253912840739
119,37.678439,127.053446
119,37.67829198857924,127.0530998724287
119,37.678253450950926,127.05366580345243
119,37.67872796841995,127.05327321479021
119,37.67873532917351,127.0531885584987
119,37.678285848961934,127.05369709380962
120,37.678439,127.054256
120,37.678693939918446,127.05460823004765
120,37.67843626816052,127.05428785703978
120,37.67875072042678,127.05425489620447
120,37.678226720703364,127.053906053138
120,37.678370842237115,127.05389538787591
121,37.678439,127.055066
121,37.67819142631454,127.05477545111744
121,37.67841996701878,127.05474170393127
121,37.67849553823415,127.05494281439518
121,37.67825788047238,127.05489678129034
121,37.6782493088178,127.05517003223196
122,37.678439,127.055876
122,37.67815874133022,127.05608886175938
122,37.67837985339539,127.0561714394276
122,37.6784430953285,127.0557530051307
122,37.678727155855725,127.05605369099602
122,37.678604701300685,127.05604183833829
123,37.678439,127.056686
123,37.678717758974386,127.05695725022024
123,37.67836197285213,127.05669682057966
123,37.67854747114866,127.05640127587522
123,37.678331275292294,127.05651209885309
123,37.678165323676524,127.05661968034597
124,37.678439,127.057496
124,37.67827951143274,127.057693031134
124,37.678634349276315,127.05786718408305
124,37.67824748034188,127.05712758126813
124,37.6786840565121,127.05734892363527
124,37.678253898203316,127.05740164233424
125,37.678439,127.058306
125,37.6784916464139,127.05816054139709
125,37.678486461247,127.05851605537909
125,37.678598388280996,127.0582378313956
125,37.67841868145247,127.05855724676205
125,37.67835468119525,127.0581477537381
126,37.678439,127.059116
126,37.67828251334482,127.05944737823508
126,37.678396687039495,127.05946212120735
126,37.678489528381284,127.05923804425625
126,37.678668421592434,127.05940543005043
126,37.67847444227642,127.05919596586044
127,37.678439,127.05992599999999
127,37.67834704853139,127.05992616277715
127,37.67845525232614,127.0601525916099
127,37.6786792879193,127.06026253144846
127,37.67824155085464,127.06025882430204
127,37.678696952228314,127.05971596077767
128,37.678439,127.06073599999999
128,37.678491909326944,127.06104613975141
128,37.67819763243437,127.06035677834541
128,37.6781892030449,127.060818426533
128,37.6784579463321,127.06054324322756
128,37.678517517832944,127.06049178019619
129,37.678439,127.06154599999999
129,37.67853356367437,127.0612638363493
129,37.67837634614023,127.06162380411655
129,37.678725872813665,127.06137359303784
129,37.67824974150077,127.06124998098329
129,37.6783793774443,127.06174033021351
130,37.678439,127.062356
130,37.67839188383098,127.062678768886
130,37.678597351110476,127.06273285147554
130,37.67841821202154,127.06228155415945
130,37.67833181097795,127.06215989635749
130,37.678280623839626,127.06254560990843
131,37.679069,127.046966
131,37.67907997295273,127.0468394022448
131,37.67889789877684,127.0468090909813
131,37.67925504601853,127.04699225995189
131,37.6793170473073,127.04704816570909
131,37.67920466437681,127.04729231868639
132,37.679069,127.047776
132,37.678761498954636,127.04747626722323
132,37.67892475110547,127.0476524920367
132,37.6790960311575,127.04810420188635
132,37.67935004250431,127.04792126570908
132,37.67887229251102,127.0475063783655
133,37.679069,127.048586
133,37.678862076483625,127.04872101509422
133,37.67875407891526,127.04839363694761
133,37.679205023740046,127.04835131939294
133,37.6791179086626,127.04878407461756
133,37.678798794495314,127.04893535012086
134,37.679069,127.049396
134,37.679069239576734,127.04911645706778
134,37.679059491480686,127.04900045830215
134,37.67895058275424,127.04915410968246
134,37.67920699035967,127.04928531268904
134,37.67877052752269,127.04975970936307
135,37.679069,127.050206
135,37.67905496883277,127.04991783893571
